record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:language,record - header - identifier
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00138.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00138.cmdi
,http://hdl.handle.net/10932/00-0439-721E-1524-0201-A,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00139.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00139.cmdi
,http://hdl.handle.net/10932/00-0439-721E-24A4-0301-A,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00140.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00140.cmdi
,http://hdl.handle.net/10932/00-0439-721E-3404-0401-A,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00141.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00141.cmdi
,http://hdl.handle.net/10932/00-0439-721E-4304-0501-A,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00142.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00142.cmdi
,http://hdl.handle.net/10932/00-0439-721E-5214-0601-E,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00143.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00143.cmdi
,http://hdl.handle.net/10932/00-0439-721E-6104-0701-C,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00144.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00144.cmdi
,http://hdl.handle.net/10932/00-0439-721E-7024-0801-9,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00145.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00145.cmdi
,http://hdl.handle.net/10932/00-0439-721E-7F64-0901-B,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00146.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00146.cmdi
,http://hdl.handle.net/10932/00-0439-721E-8E64-0A01-9,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00147.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00147.cmdi
,http://hdl.handle.net/10932/00-0439-721E-9DC4-0B01-3,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00148.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00148.cmdi
,http://hdl.handle.net/10932/00-0439-721E-ACA4-0C01-C,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00149.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00149.cmdi
,http://hdl.handle.net/10932/00-0439-721E-BBC4-0D01-3,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00150.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00150.cmdi
,http://hdl.handle.net/10932/00-0439-721E-CAC4-0E01-5,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00151.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00151.cmdi
,http://hdl.handle.net/10932/00-0439-721E-D9F4-0F01-6,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00152.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00152.cmdi
,http://hdl.handle.net/10932/00-0439-721E-E954-1001-E,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00153.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00153.cmdi
,http://hdl.handle.net/10932/00-0439-721E-F804-1101-3,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00154.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00154.cmdi
,http://hdl.handle.net/10932/00-0439-721F-06F4-1201-8,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00155.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00155.cmdi
,http://hdl.handle.net/10932/00-0439-721F-15D4-1301-F,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00156.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00156.cmdi
,http://hdl.handle.net/10932/00-0439-721F-24B4-1401-9,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00157.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00157.cmdi
,http://hdl.handle.net/10932/00-0439-721F-3344-1501-D,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00158.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00158.cmdi
,http://hdl.handle.net/10932/00-0439-721F-4214-1601-5,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00159.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00159.cmdi
,http://hdl.handle.net/10932/00-0439-721F-50B4-1701-D,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00160.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00160.cmdi
,http://hdl.handle.net/10932/00-0439-721F-5F54-1801-0,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00161.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00161.cmdi
,http://hdl.handle.net/10932/00-0439-721F-6E04-1901-B,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00162.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00162.cmdi
,http://hdl.handle.net/10932/00-0439-721F-7D04-1A01-B,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00163.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00163.cmdi
,http://hdl.handle.net/10932/00-0439-721F-8C14-1B01-6,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00164.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00164.cmdi
,http://hdl.handle.net/10932/00-0439-721F-9B44-1C01-A,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00165.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00165.cmdi
,http://hdl.handle.net/10932/00-0439-721F-A9E4-1D01-5,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00166.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00166.cmdi
,http://hdl.handle.net/10932/00-0439-721F-B8B4-1E01-2,,,,,
2021-01-12T16:46:49Z,clarin-ids:DH--6.DH--_E_00167.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00167.cmdi
,http://hdl.handle.net/10932/00-0439-721F-C7C4-1F01-4,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00168.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00168.cmdi
,http://hdl.handle.net/10932/00-0439-721F-D6A4-2001-8,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00169.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00169.cmdi
,http://hdl.handle.net/10932/00-0439-721F-E574-2101-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00170.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00170.cmdi
,http://hdl.handle.net/10932/00-0439-721F-F494-2201-7,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00171.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00171.cmdi
,http://hdl.handle.net/10932/00-0439-7220-03E4-2301-1,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00172.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00172.cmdi
,http://hdl.handle.net/10932/00-0439-7220-1344-2401-2,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00173.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00173.cmdi
,http://hdl.handle.net/10932/00-0439-7220-2234-2501-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00174.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00174.cmdi
,http://hdl.handle.net/10932/00-0439-7220-3164-2601-0,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00175.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00175.cmdi
,http://hdl.handle.net/10932/00-0439-7220-4084-2701-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00176.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00176.cmdi
,http://hdl.handle.net/10932/00-0439-7220-4F84-2801-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00177.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00177.cmdi
,http://hdl.handle.net/10932/00-0439-7220-5E64-2901-6,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00178.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00178.cmdi
,http://hdl.handle.net/10932/00-0439-7220-7C34-2A01-B,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00179.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00179.cmdi
,http://hdl.handle.net/10932/00-0439-7220-9C94-2B01-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00180.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00180.cmdi
,http://hdl.handle.net/10932/00-0439-7220-AB84-2C01-2,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00181.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00181.cmdi
,http://hdl.handle.net/10932/00-0439-7220-BA34-2D01-1,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00182.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00182.cmdi
,http://hdl.handle.net/10932/00-0439-7220-C8E4-2E01-5,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00183.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00183.cmdi
,http://hdl.handle.net/10932/00-0439-7220-D7B4-2F01-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00184.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00184.cmdi
,http://hdl.handle.net/10932/00-0439-7220-E664-3001-6,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00185.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00185.cmdi
,http://hdl.handle.net/10932/00-0439-7220-F524-3101-8,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00186.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00186.cmdi
,http://hdl.handle.net/10932/00-0439-7221-0404-3201-5,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00187.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00187.cmdi
,http://hdl.handle.net/10932/00-0439-7221-1344-3301-4,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00198.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00198.cmdi
,http://hdl.handle.net/10932/00-0439-7221-B774-3E01-1,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00199.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00199.cmdi
,http://hdl.handle.net/10932/00-0439-7221-C684-3F01-5,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00200.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00200.cmdi
,http://hdl.handle.net/10932/00-0439-7221-D544-4001-7,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00201.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00201.cmdi
,http://hdl.handle.net/10932/00-0439-7221-E484-4101-1,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00202.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00202.cmdi
,http://hdl.handle.net/10932/00-0439-7221-F364-4201-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00203.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00203.cmdi
,http://hdl.handle.net/10932/00-0439-7222-0294-4301-1,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00204.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00204.cmdi
,http://hdl.handle.net/10932/00-0439-7222-1144-4401-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00205.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00205.cmdi
,http://hdl.handle.net/10932/00-0439-7222-2004-4501-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00206.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00206.cmdi
,http://hdl.handle.net/10932/00-0439-7222-2EE4-4601-8,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00207.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00207.cmdi
,http://hdl.handle.net/10932/00-0439-7222-3D84-4701-1,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00188.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00188.cmdi
,http://hdl.handle.net/10932/00-0439-7221-2204-3401-0,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00189.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00189.cmdi
,http://hdl.handle.net/10932/00-0439-7221-3114-3501-A,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00190.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00190.cmdi
,http://hdl.handle.net/10932/00-0439-7221-4004-3601-5,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00191.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00191.cmdi
,http://hdl.handle.net/10932/00-0439-7221-4ED4-3701-3,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00192.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00192.cmdi
,http://hdl.handle.net/10932/00-0439-7221-5DE4-3801-1,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00193.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00193.cmdi
,http://hdl.handle.net/10932/00-0439-7221-6CD4-3901-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00194.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00194.cmdi
,http://hdl.handle.net/10932/00-0439-7221-7BD4-3A01-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00195.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00195.cmdi
,http://hdl.handle.net/10932/00-0439-7221-8AF4-3B01-C,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00196.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00196.cmdi
,http://hdl.handle.net/10932/00-0439-7221-99C4-3C01-F,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00197.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00197.cmdi
,http://hdl.handle.net/10932/00-0439-7221-A8A4-3D01-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00208.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00208.cmdi
,http://hdl.handle.net/10932/00-0439-7222-4C14-4801-4,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00209.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00209.cmdi
,http://hdl.handle.net/10932/00-0439-7222-5AD4-4901-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00210.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00210.cmdi
,http://hdl.handle.net/10932/00-0439-7222-69C4-4A01-3,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00211.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00211.cmdi
,http://hdl.handle.net/10932/00-0439-7222-7894-4B01-7,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00212.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00212.cmdi
,http://hdl.handle.net/10932/00-0439-7222-8A14-4C01-4,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00213.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00213.cmdi
,http://hdl.handle.net/10932/00-0439-7222-98C4-4D01-9,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00214.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00214.cmdi
,http://hdl.handle.net/10932/00-0439-7222-A794-4E01-D,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00215.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00215.cmdi
,http://hdl.handle.net/10932/00-0439-7222-B664-4F01-0,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00216.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00216.cmdi
,http://hdl.handle.net/10932/00-0439-7222-C574-5001-E,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00217.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00217.cmdi
,http://hdl.handle.net/10932/00-0439-7222-D414-5101-8,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00218.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00218.cmdi
,http://hdl.handle.net/10932/00-0439-7222-E344-5201-7,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00219.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00219.cmdi
,http://hdl.handle.net/10932/00-0439-7222-F1F4-5301-2,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00220.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00220.cmdi
,http://hdl.handle.net/10932/00-0439-7223-00F4-5401-3,,,,,
2021-01-12T16:46:50Z,clarin-ids:DH--6.DH--_E_00221.cmdi,deu,IDS-Projekt Variation des gesprochenen Deutsch-Spracherhebung Deutsch heute,,,oai:repos.ids-mannheim.de:clarin-ids:DH--6.DH--_E_00221.cmdi
,http://hdl.handle.net/10932/00-0439-7223-0FD4-5501-D,,,,,
