datestamp,identifier,subject,title,publisher,date,type,language,source,rights,creator,format,format - mediatype,format - subtype,relation,contributor,description,coverage,record id,record - header - setSpec
,http://hdl.handle.net/21.11120/0000-000C-6C33-2,Gesellschaft,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-25180-8,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-6C3D-8,Gebrauchsliteratur,"Theatrvm Botanicvm, Das ist: Neu Vollkommenes Kräuter-Buch – Worinnen Allerhand Erdgewächse der Bäumen/ Stauden und Kräutern/ welche in allen vier Theilen der Welt/ sonderlich aber in Europa herfür kommen/ neben ihren sonderbahren Eigenschafften/ Tugenden/ und Fürtrefflichen Würckungen/ auch vielen herrlichen Artzney-mittlen und deren Gebrauch/ wider allerley Kranckheiten an Menschen und Vieh/ Mit sonderbahrem Fleiß auff eine gantz neue Art und Weise/ dergleichen bißher in keinem Kräuter-buch gesehen noch gefunden worden/ beschrieben/ Auch mit schönen/ theils neuen Figuren gezieret/ und neben denen ordenlichen/ so wohl Kräuter- als Kranckheit-Registern/ mit nutzlichen Marginalien vorgestellet sind (vollständige digitalisierte Ausgabe)",DTA (Kernkorpus),1690-01-01T00:00:00Z,text,deu,"Mattioli, Pietro Andrea: Theatrvm Botanicvm, Das ist: Neu Vollkommenes Kräuter-Buch (Übers. Theodor Zwinger). Basel, 1690. [HAB Wolfenbüttel, HAB Wolfenbüttel, Xb 4° 6]",CC NC,"Mattioli , Pietro Andrea",,,,,,,,dta:1866,dta
,http://hdl.handle.net/21.11120/0000-000C-6C3C-9,Pflanzenbuch,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-20691-7,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4826-9,Gebrauchsliteratur,Christliche Leich- vnd Ehren-Predigt bey der Sepultur der weiland Erbarn Ehr vnd Thugendreichen Frawen Barbara Pottermannin (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1625-01-01T00:00:00Z,text,deu,"Seidemannus, Martinus: Christliche Leich- vnd Ehren-Predigt bey der Sepultur der weiland Erbarn Ehr vnd Thugendreichen Frawen Barbara Pottermannin. Görlitz, 1625. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 A 277/7 / 343012]",CC BY SA,"Seidemannus, Martinus",,,,,,,,dta:1867,dta
,http://hdl.handle.net/21.11120/0000-0001-7829-B,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200004-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4828-7,Gebrauchsliteratur,THRENOLOGIA. Christliche Leich vnd EhrenSermon. Bey dem Adelichen Leichbegengniß Der Edlen/ viel- Ehren Tugendtreichen Frawen Barbaræ/ gebornen Zettritzin (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1605-01-01T00:00:00Z,text,deu,"Seilerus, Tobias: THRENOLOGIA. Christliche Leich vnd EhrenSermon, Bey dem Adelichen Leichbegengniß Der Edlen/ viel- Ehren Tugendtreichen Frawen Barbaræ/ gebornen Zettritzin. Leipzig, 1605. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 A 277/9 / 343014]",CC BY SA,"Seiler, Tobias",,,,,,,,dta:1868,dta
,http://hdl.handle.net/21.11120/0000-000C-4827-8,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200005-6,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-482A-5,Gebrauchsliteratur,Kurtze Anleitung: Wie die jetzige böse Zeit/ darinnen zwar für sich selbst/ nichts/ alß eytel Klag/ Ach/ vnd Weh regieret – Dennoch Dem WolEdlen vnd Gestrengen Herrn Friedrichen von Rothkirch/ auff Teppliwoda/ Jonßdorff/ Juxdorff/ Koblaw/ vnd Kunßdorff/ deß Münsterbergischen Fürstenthumbs/ vnd Francksteinischen Weichbildes Wolverdienten Landt Rechtsitzer: Vber dem tödtlichen Hintritt seiner Seligen Hertzliebsten/ Der auch WolEdlen/ VielEhrentugendreichen Frawen/ Margarethæ Rothkirchin (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1642-01-01T00:00:00Z,text,deu,"Reideburg, Christoph von: Kurtze Anleitung: Wie die jetzige böse Zeit/ darinnen zwar für sich selbst/ nichts/ alß eytel Klag. Breslau, 1642. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 A 277/11 / 343016]",CC BY SA,"Reideburg, Christoph von",,,,,,,,dta:1869,dta
,http://hdl.handle.net/21.11120/0000-000C-4829-6,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200006-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-502C-9,Wissenschaft,Zur Kritik der neuesten Sprachforschung (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1885-01-01T00:00:00Z,text,deu,"Curtius, Georg: Zur Kritik der neuesten Sprachforschung. Leipzig, 1885. [BBAW, BBAW, Cu 67160]",CC NC,"Curtius, Georg",,,,,,,,dta:187,dta
,http://hdl.handle.net/21.11120/0000-000C-502B-A,Philologie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-20090519890,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-482C-3,Gebrauchsliteratur,"mors beatorvm EXODUS MISERIÆ TERRESTRIS, ET PA RASCEVE GLORIÆ COELESTIS. Der Kinder Todt/ verendert alle Noth/ vnd fördert sie zu GOtt. Bey Erklärung des Spruchs/ Sap. 4. v. 7. Der Gerechte/ ob er gleich zu zeitlich stirbt/ ist etc. In Christlicher Leichpredigt. Des Ehrnvesten/ Wolgelahrten vnd Wolbenabmten Herrn CHRISTIANI FABRI J. U. C. wolverodneten Notarii vnd Stadtschreibers in Greiffenberg. Vnd seiner vielgeliebten HaußEhre. Der Erbarn vnd viel Ehren Tugendreichen Frawen SUSANNÆ, Geborner Schöpsin. Hertzgeliebten einigen Söhnleins JEREMIÆ. (vollständige digitalisierte Ausgabe)",DTA (DTA-Erweiterungen),1636-01-01T00:00:00Z,text,deu,"Adolph, Christian: mors beatorvm EXODUS MISERIÆ TERRESTRIS, ET PA RASCEVE GLORIÆ COELESTIS. Leipzig, 1636. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 A 277/14a / 343019]",CC BY SA,"Adolph, Christian",,,,,,,,dta:1870,dta
,http://hdl.handle.net/21.11120/0000-000C-482B-4,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200007-5,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-482E-1,Gebrauchsliteratur,Geistlich Paßport Oder Richtige Kundschafft der Kinder GOttes/ Welche sie mit jhnen auß dieser Welt ins Ewige leben nehmen Erkleret Bey dem Spruch des Heiligen Apostels Pauli/ 2. Timoth. 4. Vnd Gehandelt bey der Begräbnüs Deß Edlen Gestrengen/ Ehrenvesten/ auch Wolbenambten Herrn HANSEN Grütschreibern von Zopkendorff auff Stabelwitz/ (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1606-01-01T00:00:00Z,text,deu,"Felber, Leonhard: Geistlich Paßport Oder Richtige Kundschafft der Kinder GOttes. Oels, 1606. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 N 265/8 / 345804]",CC BY SA,"Felber, Leonhard",,,,,,,,dta:1871,dta
,http://hdl.handle.net/21.11120/0000-000C-482D-2,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200086-8,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4830-D,Gebrauchsliteratur,Christliche Trawr- und Leichpredigt auß dem Buch der Weißheit c. III. v. 1. 2. seqq. Bey der Volckreichen/ Trawrigen Leichbestattung Deß Geistreichen vnd werthen Manns/ Herrn Joannis Sauberti (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1647-01-01T00:00:00Z,text,deu,"Weber, Michael: Christliche Trawr- und Leichpredigt. [Nürnberg], 1647. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 B 223/2 / 346672]",CC BY SA,"Weber, Michael",,,,,,,,dta:1872,dta
,http://hdl.handle.net/21.11120/0000-000C-482F-0,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200009-2,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4832-B,Gebrauchsliteratur,HOMO SPIRITUALITER Phthisicus – Geistlich Schwindsüchtiger und von Hertzen bekümmerter und betrübter Mensch/ Auß dem XXV. Psalm. 17. 18. Die Angst meines Hertzens ist groß/ etc. Bey Christlicher Leich-Bestattung Der Erbarn/ Wol- und Viel-Ehr- und Tugendtreichen Frawen ROSINÆ gebohrnen Goltzin (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1650-01-01T00:00:00Z,text,deu,"Holfeld, Johann: HOMO SPIRITUALITER Phthisicus. Polnisch Lissa, 1650. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 B 565/22 / 347551]",CC BY SA,"Holfeld, Johann",,,,,,,,dta:1873,dta
,http://hdl.handle.net/21.11120/0000-000C-4831-C,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200010-7,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4837-6,Gebrauchsliteratur,"Cenotaphium Spirituale, exponens Sacerdotii TERRENA NUBILA, & SERENA cœli JUBILA, Geistliches Grab-Mahl/ darstellend Treuer Lehrer und Prediger Irrdische Hertzens Quaal und Himmlischen Trost-Strahl. ex Psal. XXV. v. 17. 18. Dem WolEhrwürdigen/ Großachtbaren Hoch- und Wolgelehrten Herrn/ Herrn Salomo Henseln/ (vollständige digitalisierte Ausgabe)",DTA (DTA-Erweiterungen),1683-01-01T00:00:00Z,text,deu,"Kirsten, Johann: Cenotaphium Spirituale, exponens Sacerdotii TERRENA NUBILA, & SERENA cœli JUBILA. Liegnitz, 1683. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 100/24 / 353337]",CC BY SA,"Kirsten, Johann",,,,,,,,dta:1874,dta
,http://hdl.handle.net/21.11120/0000-000C-4836-7,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200012-6,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4839-4,Gebrauchsliteratur,Kind- und Erbschafft der Gläubigen – Aus den Worten Tobiæ. c. 2. v. 18. (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1678-01-01T00:00:00Z,text,deu,"Francke, Melchior: Kind- und Erbschafft der Gläubigen. Liegnitz, 1678. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 100 / 353338]",CC BY SA,"Francke, Melchior",,,,,,,,dta:1875,dta
,http://hdl.handle.net/21.11120/0000-000C-4838-5,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202985-3,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-483B-2,Gebrauchsliteratur,Eines treuen Knechtes Gottes hoch-schätzbare Ehre – aus den H. Worten S. Matthæi c. XXV. ꝟ. 21. 23. (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1678-01-01T00:00:00Z,text,deu,"Gigas, Christoph Fridrich: Eines treuen Knechtes Gottes hoch-schätzbare Ehre. Liegnitz, [1678]. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 100 / 353339]",CC BY SA,"Gigas, Christoph Fridrich",,,,,,,,dta:1876,dta
,http://hdl.handle.net/21.11120/0000-000C-483A-3,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202986-8,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-483D-0,Gebrauchsliteratur,Der aller vollkomneste Adel/ und aller Seeligste/ Ehrenstand – Als auch Die aller zuverlässigste Parole: und das aller versicherteste Erbarmungs-Pfand (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1673-01-01T00:00:00Z,text,deu,"Schröer, Friedrich: Der aller vollkomneste Adel/ und aller Seeligste/ Ehrenstand. Zittau, [1673]. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 291/3-4 / 354492]",CC BY SA,"Schröer, Friedrich",,,,,,,,dta:1877,dta
,http://hdl.handle.net/21.11120/0000-000C-483C-1,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202989-0,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-483F-E,Gebrauchsliteratur,Spititualis nobilitatis insignia – Oder des Geistlichen Adels Wapen oder Schilde auß den Glaubens-vollen Worten S. Pauli (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1673-01-01T00:00:00Z,text,deu,"Böttner, Kaspar Damian: Spititualis nobilitatis insigna. Zittau, 1673. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 291/3-4 / 354492a]",CC BY SA,"Böttner, Kaspar Damian",,,,,,,,dta:1878,dta
,http://hdl.handle.net/21.11120/0000-000C-483E-F,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202987-3,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4841-A,Gebrauchsliteratur,Auß Gottes Heiligem Rath und Willen Entspringende Ursprungs-Quelle/ Des Endziehls Menschlichen Lebens (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1673-01-01T00:00:00Z,text,deu,"Schweinitz, Georg Hermann von: Auß Gottes Heiligem Rath und Willen Entspringende Ursprungs-Quelle/ Des Endziehls Menschlichen Lebens. Zittau, 1673. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 291/3-4 / 354492b]",CC BY SA,"Schweinitz, George Herman von",,,,,,,,dta:1879,dta
,http://hdl.handle.net/21.11120/0000-000C-4840-B,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202988-8,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-502E-7,Wissenschaft,Beschreibung einer Elektrisirmaschine und einigen damit von J. R. Deimann und A. Paets von Troostwyck angestelten Versuchen (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1790-01-01T00:00:00Z,text,deu,"Cuthbertson, John (Hg.): Beschreibung einer Elektrisirmaschine und einigen damit von J. R. Deimann und A. Paets von Troostwyck angestelten Versuchen. Leipzig, 1790.",CC SA,,,,,,,,,dta:188,dta
,http://hdl.handle.net/21.11120/0000-000C-502D-8,Physik,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30156-5,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4843-8,Gebrauchsliteratur,Ein recht-Christlicher und vollkommener Ritters-Mann (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1669-01-01T00:00:00Z,text,deu,"Gerlach, Benjamin: Ein recht-Christlicher und vollkommener Ritters-Mann. Breslau, 1669.  [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 F 291/5-9 / 354493]",CC BY SA,"Gerlach, Benjamin",,,,,,,,dta:1880,dta
,http://hdl.handle.net/21.11120/0000-000C-4842-9,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202990-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4845-6,Gebrauchsliteratur,Das Abgewogene Leiden Gott-seliger Christen in der Welt – Bey Hoch-Adelicher und ansehnlicher Leich-Bestattung Deß weyland Hoch-Edel-Gebornen/ Gestrengen und Hochbenamten Hr. Niclas von Zedlitz (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1669-01-01T00:00:00Z,text,deu,"Hahnen, Gottfried: Das Abgewogene Leiden Gott-seliger Christen in der Welt. Breslau, [1669]. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 F 291/5-9 / 354494]",CC BY SA,"Hahnen, Gottfried",,,,,,,,dta:1881,dta
,http://hdl.handle.net/21.11120/0000-000C-4844-7,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202991-6,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4847-4,Gebrauchsliteratur,Heu! Coclidem zedlicensem – Immergrünende Cypressen-Sträuche (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1669-01-01T00:00:00Z,text,deu,"Schkopp, Wilhelm Christoph von: Heu! Coclidem zedlicensem. Breslau, 1669. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 F 291/5-9 / 354495]",CC BY SA,"Schkopp, Wilhelm Christoph von",,,,,,,,dta:1882,dta
,http://hdl.handle.net/21.11120/0000-000C-4846-5,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202992-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4849-2,Gebrauchsliteratur,Unsterbliches Ehren-Gedächtnüß (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1669-01-01T00:00:00Z,text,deu,"[N. N.]: Unsterbliches Ehren-Gedächtnüß. Breslau, 1669. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 F 291/5-9 / 354496]",CC BY SA,N. N.,,,,,,,,dta:1883,dta
,http://hdl.handle.net/21.11120/0000-000C-4848-3,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202993-6,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-484C-F,Gebrauchsliteratur,Unverweßliche Sieges-Palmen – Deß Hoch-Edel-Gebohrnen/ Gestrengen und Hoch-Benahmten Herrn/ Herrn Niclas von Zedlitz (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1669-01-01T00:00:00Z,text,deu,"Hallmann, Johann Christian: Unverweßliche Sieges-Palmen. Breslau, [1669]. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 F 291/5-9 / 354497]",CC BY SA,"Hallmann, Johann Christian",,,,,,,,dta:1884,dta
,http://hdl.handle.net/21.11120/0000-000C-484B-0,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202994-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-484E-D,Gebrauchsliteratur,Trewer und Beständiger Christ-Ritter Privilegium und Gnaden-Brieff Auß dem Sprüchlein Apoc. 2. v. 9. & 11 – Bey Christ-Adelicher Hochangesehlicher Volck- und Tränenreicher Leichbegängnüß Deß Weyland Hoch und Wohl Edelgebohrnen Gestrengen Hochbenambten Herren Hans Christoph von Dyhren (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1653-01-01T00:00:00Z,text,deu,"Girbig, Matthaeus: Trewer vnd Beständiger Christ-Ritter Privilegium und Gnaden-Brieff. Liegnitz, 1653. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 291/11 / 354499]",CC BY SA,"Girbig, Matthaeus",,,,,,,,dta:1885,dta
,http://hdl.handle.net/21.11120/0000-000C-484D-E,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200015-0,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4850-9,Gebrauchsliteratur,Geistliches SchlagWasser Wieder den Ewigen Todt – Von Gott dem H. Geiste durch seinen Diener David zubereitet im 49. Psalm v. 16. (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1671-01-01T00:00:00Z,text,deu,"Böttner, Kaspar Damian: Geistliches SchlagWasser Wieder den Ewigen Todt. Zittau, [1671]. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 291/23-26 / 354511]",CC BY SA,"Böttner, Kaspar Damian",,,,,,,,dta:1886,dta
,http://hdl.handle.net/21.11120/0000-000C-484F-C,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202995-6,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4852-7,Gebrauchsliteratur,Eröffneter Schauplatz Des Menschlichen Lebens – in der Abdanckungs-Handlung/ Bey der/ den 18. Novembris Anno 1671. in Friedersdorff geschehenen Beerdigung/ Der Weiland/ Hoch- und Wohl-Edelgebohrnen Frauen/ Frauen Anna Helena von Festenbergin Pakischin genant/ gebohrner von Schweinitz/ (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1671-01-01T00:00:00Z,text,deu,"Schweinitz, George Herman von: Eröffneter Schauplatz Des Menschlichen Lebens/ in der Abdanckungs-Handlung. Zittau, 1671. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 291/24 / 354512]",CC BY SA,"Schweinitz, George Herman von",,,,,,,,dta:1887,dta
,http://hdl.handle.net/21.11120/0000-000C-4851-8,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202952-4,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4854-5,Gebrauchsliteratur,Einfältige Trauer- und Trost-Gedancken Uber den am 4. August. dieses 1671. Jahres zu Wiesenthal in Schlesien unverhoften/ doch sanft und seeligen Abschied Der weyland Hoch-Wohl-Edelgebohrnen/ Hoch-Ehr- und Tugendreichen Frauen/ Frauen ANNÆ HELENÆ von Festenberg/ Packischen genant/ gebohrnen Schweinitzin (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1671-01-01T00:00:00Z,text,deu,"Bänisch, Christoff: Einfältige Trauer- und Trost-Gedancken. Zittau, 1671. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 291/25 / 354513]",CC BY SA,"Bänisch, Christoff",,,,,,,,dta:1888,dta
,http://hdl.handle.net/21.11120/0000-000C-4853-6,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202953-9,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4856-3,Gebrauchsliteratur,Traur- und Trost- Zeilen Uber Dem plötzlich- und schmertzlich- iedoch seeligen Ableiben Der Hoch Wohl-Edel gebohrnen/ HoherEhren- und Tugend-reichen Frauen/ Frauen Anna Helena/ gebohrner Schweinitzin (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1672-01-01T00:00:00Z,text,deu,"Böttner, Gottfried: Traur-und Trost-Zeilen Uber Dem plötzlich-und schmertzlich-iedoch seeligen Ableiben. Zittau, 1672. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 291/26 / 354514]",CC BY SA,"Böttner, Gottfried",,,,,,,,dta:1889,dta
,http://hdl.handle.net/21.11120/0000-000C-4855-4,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202954-4,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-5030-3,Wissenschaft,Beschreibung einer verbesserten Luftpumpe – nebst einer Nachricht von verschiedenen mit selbiger gemachten Versuchen (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1788-01-01T00:00:00Z,text,deu,"Cuthbertson, John: Beschreibung einer verbesserten Luftpumpe (Übers. D. G. A. Suckow). Mannheim, 1788.",CC SA,"Cuthbertson, John",,,,,,,,dta:189,dta
,http://hdl.handle.net/21.11120/0000-000C-502F-6,Physik,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30155-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-4858-1,Gebrauchsliteratur,Ehren-Trost und Lebens-Baum – Auß den Davidischen Worten des 116 Psalms/ den 7. 8. und 9 Vers. in sich begreiffende/ Bey die in Diebahn newerbawte Adeliche Grufft/ Der weyland Hoch-Edlen gebohrnen Viel-Ehrenreichen und Hoch-Tugendsahmen Frawen Ursulæ Catharinæ Uchtritzin/ gebohrnen Hundin (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1659-01-01T00:00:00Z,text,deu,"Gosky, Esaias: Ehren-Trost und Lebens-Baum. Oels, 1659. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 291/27 / 354515]",CC BY SA,"Gosky, Esaias",,,,,,,,dta:1890,dta
,http://hdl.handle.net/21.11120/0000-000C-4857-2,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202955-9,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:07Z,http://hdl.handle.net/21.11120/0000-000C-485A-F,Gebrauchsliteratur,"Geistliche Schiff-Fahrt der gläubigen Kinder Gottes/ auß den worten S. Pauli/ Rom: 8, 18 – Bey Volckreicher/ Hochansehnlicher Leichenbestattung/ Der Weiland/ Hoch-Edelgebohrnen/ viel Ehren- und hoch- Tugendreichen Frawen Ursula Catharina Uchtritzin/ gebohrner Hundin/ Frawen auf Dähmbe und Grossendorff/ [etc.] (vollständige digitalisierte Ausgabe)",DTA (DTA-Erweiterungen),1659-01-01T00:00:00Z,text,deu,"Güssau, Carol Friedrich: Geistliche Schiff-Fahrt der gläubigen Kinder Gottes/ auß den worten S. Pauli. Oels, 1659. [Universitätsbibliothek Breslau , Universitätsbibliothek Breslau, 4 E 291/27-28 / 354516]",CC BY SA,"Güssau, Carol Friedrich",,,,,,,,dta:1891,dta
,http://hdl.handle.net/21.11120/0000-000C-4859-0,Leichenpredigt,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-202963-4,,,,,,,,,,,,,,,,,,
